sol_id,GID_0,panels,p_area,l_area,water,urban,power,longitude,latitude
34,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.74583333340811,30.262500000300776
35,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.73750000007479,30.187500000300588
36,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.77083333340809,30.287500000300838
37,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-97.72916666674146,30.195833333633942
38,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.8375000000747,30.21250000030065
39,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-108.3208333333985,31.862500000304777
40,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-95.94583333340975,40.020833333658516
41,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-104.92916666673491,38.9875000003226
42,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-117.37083333339027,33.83750000030972
43,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.98750000006638,38.95416666698918
44,CAN,1.0,0.000140626684641,0.0,1.0,0.0,0.0,-93.78750000007838,51.02083333368603
45,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-111.74583333339538,35.18750000031309
46,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.57916666674433,39.062500000322785
47,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.58750000007765,39.07083333365614
48,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.570833333411,39.07083333365614
49,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.59583333341098,39.04583333365608
50,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.59583333341098,39.05416666698943
51,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.6041666667443,39.062500000322785
52,CAN,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-113.75416666672689,49.54583333368234
53,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.26250000008159,38.64583333365508
54,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.25416666674826,38.63750000032172
55,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.19583333341498,38.620833333655014
56,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.19583333341498,38.64583333365508
57,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.22916666674828,38.61250000032166
58,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.22916666674828,38.604166666988306
59,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.22083333341496,38.59583333365495
60,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.22083333341496,38.59583333365495
61,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.2041666667483,38.61250000032166
62,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-90.19583333341498,38.662500000321785
63,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-95.90416666674312,41.137500000327975
64,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.59583333340007,35.12083333364626
65,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-115.17083333339227,36.26250000031578
66,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.62083333340004,35.070833333646135
67,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.6375000000667,35.06250000031278
68,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.62916666673337,35.070833333646135
69,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-115.14583333339229,36.170833333648886
70,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.60416666673339,35.16250000031303
71,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.54583333341103,39.0958333336562
72,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.59583333340007,35.129166666979614
73,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.58750000007765,39.02916666698937
74,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.56250000006676,35.05416666697943
75,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.5375000000777,39.104166666989556
76,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.57916666674433,38.9875000003226
77,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.53750000006679,35.05416666697943
78,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.54583333340011,35.05416666697943
79,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.29583333340852,37.72083333365276
80,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.59583333340007,35.10416666697955
81,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-97.16250000007531,46.99583333367596
82,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.72916666674146,30.387500000301088
83,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.56250000006676,35.08750000031284
84,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.56250000006676,35.070833333646135
85,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-94.56250000007768,39.104166666989556
86,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.62916666674155,30.279166666967484
87,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.55416666673344,35.07916666697949
88,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-92.22083333341314,47.58750000034411
89,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.9041666667413,30.379166666967734
90,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-97.82083333340805,30.287500000300838
91,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.67083333340818,30.445833333634567
92,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.79583333340807,30.21250000030065
93,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.8041666667414,30.32916666696761
94,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.77083333340809,30.395833333634442
95,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.77916666674142,30.395833333634442
96,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.76250000007477,30.362500000301026
97,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.86250000007468,30.345833333634317
98,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-97.8041666667414,30.345833333634317
99,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-95.65416666674335,46.95416666700919
100,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.6458333334082,30.295833333634192
101,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-96.00416666674303,47.84583333367809
102,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.77916666674142,30.245833333634067
103,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.6458333334082,30.304166666967546
104,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.72083333340814,30.262500000300776
105,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.72916666674146,30.48750000030134
106,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.89583333340798,30.379166666967734
107,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-97.89583333340798,30.387500000301088
108,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.69583333340816,30.387500000301088
109,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-97.6125000000749,30.35416666696767
110,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.78750000007474,30.362500000301026
111,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.77916666674142,30.37083333363438
112,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.75416666674144,30.32916666696761
113,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.77916666674142,30.295833333634192
114,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.69583333340816,30.287500000300838
115,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.71250000007481,30.27083333363413
116,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.71250000007481,30.27083333363413
117,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.70416666674149,30.262500000300776
118,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.67916666674151,30.437500000301213
119,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.70416666674149,30.262500000300776
120,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-97.78750000007474,30.48750000030134
121,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.78750000007474,30.187500000300588
122,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.68750000007483,30.304166666967546
123,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.75416666674144,30.179166666967234
124,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.66250000006667,34.929166666979114
125,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.93750000006733,35.75416666698118
126,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-117.42916666672355,33.995833333643446
127,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.57916666673432,36.387500000316095
128,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.570833333401,36.41250000031616
129,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.58750000006765,36.37916666698274
130,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.57916666673432,36.387500000316095
131,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.93750000006733,35.687500000314344
132,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.94583333340066,35.70416666698105
133,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.929166666734,35.70416666698105
134,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.73750000031447
135,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.929166666734,35.75416666698118
136,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.92083333340068,35.77916666698124
137,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.91250000006735,35.77916666698124
138,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.92083333340068,35.81250000031466
139,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.91250000006735,35.81250000031466
140,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.91250000006735,35.81250000031466
141,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.929166666734,35.829166666981365
142,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.97083333340063,35.70416666698105
143,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.99583333340061,35.67916666698099
144,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.99583333340061,35.687500000314344
145,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.00416666673394,35.670833333647636
146,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.01250000006726,35.670833333647636
147,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.01250000006726,35.670833333647636
148,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.99583333340061,35.73750000031447
149,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.99583333340061,35.74583333364782
150,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.02916666673391,35.73750000031447
151,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.07916666673387,35.72083333364776
152,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.06250000006722,35.71250000031441
153,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.05416666673389,35.70416666698105
154,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.02083333340059,35.670833333647636
155,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.01250000006726,35.70416666698105
156,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.00416666673394,35.70416666698105
157,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.03750000006724,35.71250000031441
158,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.99583333340061,35.71250000031441
159,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.93750000006733,35.529166666980615
160,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.92083333340068,35.529166666980615
161,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.88750000006738,35.55416666698068
162,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.55416666698068
163,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.929166666734,35.54583333364732
164,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.929166666734,35.52083333364726
165,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.94583333340066,35.52083333364726
166,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.512500000313906
167,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.88750000006738,35.54583333364732
168,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.54583333364732
169,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.93750000006733,35.54583333364732
170,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.94583333340066,35.54583333364732
171,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.95416666673398,35.53750000031397
172,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.97083333340063,35.54583333364732
173,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.94583333340066,35.53750000031397
174,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.54583333364732
175,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.93750000006733,35.72083333364776
176,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.95416666673398,35.729166666981115
177,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.91250000006735,35.73750000031447
178,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.729166666981115
179,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.92083333340068,35.72083333364776
180,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.6958333336477
181,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.6958333336477
182,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.687500000314344
183,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.65416666698093
184,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.92083333340068,35.629166666980865
185,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.63750000031422
186,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.629166666980865
187,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.93750000006733,35.63750000031422
188,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.94583333340066,35.629166666980865
189,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.99583333340061,35.66250000031428
190,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.64583333364757
191,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.64583333364757
192,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.91250000006735,35.62083333364751
193,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.90416666673403,35.62083333364751
194,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.62083333364751
195,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.6041666669808
196,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.87083333340072,35.55416666698068
197,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8625000000674,35.54583333364732
198,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.87083333340072,35.512500000313906
199,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.88750000006738,35.47916666698049
200,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.94583333340066,35.487500000313844
201,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.83750000006742,35.52083333364726
202,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.01250000006726,35.59583333364745
203,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.02083333340059,35.6041666669808
204,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.01250000006726,35.87916666698149
205,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.97083333340063,35.65416666698093
206,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.96250000006731,35.62083333364751
207,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.97083333340063,35.629166666980865
208,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.99583333340061,35.6041666669808
209,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.96250000006731,35.62083333364751
210,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.95416666673398,35.61250000031416
211,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.94583333340066,35.61250000031416
212,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.929166666734,35.6041666669808
213,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.93750000006733,35.59583333364745
214,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.92083333340068,35.59583333364745
215,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.93750000006733,35.6041666669808
216,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.07083333340054,35.61250000031416
217,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.1208333334005,35.55416666698068
218,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.06250000006722,35.50416666698055
219,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.05416666673389,35.50416666698055
220,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.09583333340052,35.44583333364707
221,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.17916666673378,35.39583333364695
222,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.03750000006724,35.46250000031378
223,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.96250000006731,35.63750000031422
224,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-105.97083333340063,35.65416666698093
225,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.87916666673405,35.64583333364757
226,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.92083333340068,35.63750000031422
227,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.91250000006735,35.71250000031441
228,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-110.75416666672962,31.54583333363732
229,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.91250000006735,35.73750000031447
230,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.1208333334005,35.56250000031403
231,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.07083333340054,35.629166666980865
232,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.06250000006722,35.71250000031441
233,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.01250000006726,35.729166666981115
234,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.05416666673389,35.59583333364745
235,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.04583333340057,35.59583333364745
236,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.07916666673387,35.99583333364845
237,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-108.65416666673153,39.11250000032291
238,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.46250000006685,35.37916666698024
239,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.57083333340009,35.129166666979614
240,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.56250000006676,35.15416666697968
241,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.52083333340013,35.17916666697974
242,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.52083333340013,35.17916666697974
243,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.51250000006681,35.18750000031309
244,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.58750000006674,35.070833333646135
245,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-105.8958333334007,35.670833333647636
246,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-97.8041666667414,30.187500000300588
247,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-93.17083333341228,44.929166667004125
248,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.48750000006683,35.18750000031309
249,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.64583333340002,35.0958333336462
250,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.32083333340032,35.829166666981365
251,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.6375000000667,35.0958333336462
252,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.51250000006681,35.05416666697943
253,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.51250000006681,35.06250000031278
254,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-106.50416666673348,35.06250000031278
255,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-106.32916666673364,34.98750000031259
256,USA,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-86.82916666675138,45.41250000033867
257,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-87.57083333341737,41.70416666699606
258,CAN,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-80.16250000009077,42.80416666699881
259,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-81.07083333342328,46.47083333367465
260,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.89583333342435,43.254166666999936
261,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.86250000009105,43.270833333666644
262,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.83750000009107,43.1875000003331
263,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-75.72083333342815,45.40416666700531
264,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.82083333342442,43.24583333366658
265,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.80416666675777,43.412500000333665
266,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.6875000000912,43.74583333366783
267,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.3291666667582,43.654166667000936
268,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.82083333342442,43.36250000033354
269,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-75.7375000000948,45.40416666700531
270,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-75.66250000009487,45.43750000033873
271,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.88750000009102,43.254166666999936
272,CAN,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-80.87916666675679,43.012500000332665
273,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-83.64583333342094,41.37083333366189
274,USA,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-83.66250000008759,41.05416666699443
275,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.78750000009111,43.39583333366696
276,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-79.77916666675779,43.33750000033348
277,CAN,1.0,0.000140626684641,0.0,0.0,0.0,0.0,-75.55416666676163,45.46250000033879
278,CAN,1.0,0.000140626684641,0.0,0.0,1.0,0.0,-76.50416666676077,44.23750000033573
